Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
889,'89-43=112','69+43=112',op_and_digit_balance,0,8,6,2,-,+,,,,,,,'8;9;-;4;3;=;11;2','6;9;+;4;3;=;11;2'
890,'81-78=139','61+78=139',op_and_digit_balance,0,8,6,2,-,+,,,,,,,'8;1;-;7;8;=;1;3;9','6;1;+;7;8;=;1;3;9'
891,'90-48=78','30+48=78',op_and_digit_balance,0,9,3,2,-,+,,,,,,,'9;0;-;4;8;=;7;8','3;0;+;4;8;=;7;8'
892,'82-98=140','82+58=140',op_and_digit_balance,3,9,5,2,-,+,,,,,,,'8;2;-;9;8;=;1;4;0','8;2;+;5;8;=;1;4;0'
893,'56+28=87','58+29=87',digit_to_digit,4,8,9,1,6,8,,,,,,,'5;6;+;2;8;=;8;7','5;8;+;2;9;=;8;7'
894,'23-38=-1','23-30=-7',digit_to_digit,4,8,0,7,1,7,,,,,,,'2;3;-;3;8;=;-;1','2;3;-;3;0;=;-;7'
895,'32-65=-94','32-66=-34',digit_to_digit,7,9,3,4,5,6,,,,,,,'3;2;-;6;5;=;-;9;4','3;2;-;6;6;=;-;3;4'
896,'21+97=59','21+37=58',digit_to_digit,3,9,3,7,9,8,,,,,,,'2;1;+;9;7;=;5;9','2;1;+;3;7;=;5;8'
897,'92-28=12','92-20=72',digit_to_digit,4,8,0,6,1,7,,,,,,,'9;2;-;2;8;=;1;2','9;2;-;2;0;=;7;2'
898,'59-87=156','59+97=156',op_and_digit_balance,3,8,9,2,-,+,,,,,,,'5;9;-;8;7;=;1;5;6','5;9;+;9;7;=;1;5;6'
899,'62+91=113','82+31=113',digit_to_digit,3,9,3,0,6,8,,,,,,,'6;2;+;9;1;=;11;3','8;2;+;3;1;=;11;3'
900,'88-76=162','86+76=162',op_and_digit_balance,1,8,6,2,-,+,,,,,,,'8;8;-;7;6;=;1;6;2','8;6;+;7;6;=;1;6;2'
901,'90-88=188','90+98=188',op_and_digit_balance,3,8,9,2,-,+,,,,,,,'9;0;-;8;8;=;1;8;8','9;0;+;9;8;=;1;8;8'
902,'99-50=119','99-50=49',four_eleven,6,11,4,,,,,,,,,,'9;9;-;5;0;=;11;9','9;9;-;5;0;=;4;9'
903,'14+51=-77','14-91=-77',op_and_digit_balance,2,+,-,3,5,9,,,,,,,'1;4;+;5;1;=;-;7;7','1;4;-;9;1;=;-;7;7'
904,'82-64=126','62+64=126',op_and_digit_balance,0,8,6,2,-,+,,,,,,,'8;2;-;6;4;=;1;2;6','6;2;+;6;4;=;1;2;6'
905,'98-24=120','96+24=120',op_and_digit_balance,1,8,6,2,-,+,,,,,,,'9;8;-;2;4;=;1;2;0','9;6;+;2;4;=;1;2;0'
906,'15+36=39','75-36=39',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;5;+;3;6;=;3;9','7;5;-;3;6;=;3;9'
907,'16+69=745','76+69=145',digit_to_digit,6,7,1,0,1,7,,,,,,,'1;6;+;6;9;=;7;4;5','7;6;+;6;9;=;1;4;5'
908,'50+61=-1','60-61=-1',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;0;+;6;1;=;-;1','6;0;-;6;1;=;-;1'
909,'39-40=-11','29-40=-11',within_digit,0,3,2,,,,,,,,,,'3;9;-;4;0;=;-;11','2;9;-;4;0;=;-;11'
910,'34-21=12','34-21=13',within_digit,7,2,3,,,,,,,,,,'3;4;-;2;1;=;1;2','3;4;-;2;1;=;1;3'
911,'58+55=129','58+65=123',digit_to_digit,8,9,3,3,5,6,,,,,,,'5;8;+;5;5;=;1;2;9','5;8;+;6;5;=;1;2;3'
912,'95=62-33','95-62=33',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;5;=;6;2;-;3;3','9;5;-;6;2;=;3;3'
913,'59-64=129','59+64=123',op_and_digit_balance,8,9,3,2,-,+,,,,,,,'5;9;-;6;4;=;1;2;9','5;9;+;6;4;=;1;2;3'
914,'23-87=-611','23-87=-64',four_eleven,8,11,4,,,,,,,,,,'2;3;-;8;7;=;-;6;11','2;3;-;8;7;=;-;6;4'
915,'94-15=-21','54-75=-21',digit_to_digit,0,9,5,3,1,7,,,,,,,'9;4;-;1;5;=;-;2;1','5;4;-;7;5;=;-;2;1'
916,'75-94=-78','76-94=-18',digit_to_digit,7,7,1,1,5,6,,,,,,,'7;5;-;9;4;=;-;7;8','7;6;-;9;4;=;-;1;8'
917,'45-79=27','46-19=27',digit_to_digit,3,7,1,1,5,6,,,,,,,'4;5;-;7;9;=;2;7','4;6;-;1;9;=;2;7'
918,'50+38=22','60-38=22',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;0;+;3;8;=;2;2','6;0;-;3;8;=;2;2'
919,'52-29=77','52+25=77',op_and_digit_balance,4,9,5,2,-,+,,,,,,,'5;2;-;2;9;=;7;7','5;2;+;2;5;=;7;7'
920,'89=57-32','89-57=32',swap_-_and_=,2,=,-,5,-,=,,,,,,,'8;9;=;5;7;-;3;2','8;9;-;5;7;=;3;2'
921,'93-30=62','92-30=62',within_digit,1,3,2,,,,,,,,,,'9;3;-;3;0;=;6;2','9;2;-;3;0;=;6;2'
922,'96=87-9','96-87=9',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;6;=;8;7;-;9','9;6;-;8;7;=;9'
923,'15+53=-44','15-59=-44',op_and_digit_balance,2,+,-,4,3,9,,,,,,,'1;5;+;5;3;=;-;4;4','1;5;-;5;9;=;-;4;4'
924,'77-53=-46','17-63=-46',digit_to_digit,0,7,1,3,5,6,,,,,,,'7;7;-;5;3;=;-;4;6','1;7;-;6;3;=;-;4;6'
925,'53-98=-115','53-98=-45',four_eleven,7,11,4,,,,,,,,,,'5;3;-;9;8;=;-;11;5','5;3;-;9;8;=;-;4;5'
926,'29+53=75','23+53=76',digit_to_digit,1,9,3,7,5,6,,,,,,,'2;9;+;5;3;=;7;5','2;3;+;5;3;=;7;6'
927,'52-18=82','92-10=82',digit_to_digit,4,8,0,0,5,9,,,,,,,'5;2;-;1;8;=;8;2','9;2;-;1;0;=;8;2'
928,'70-30=110','70-30=40',four_eleven,6,11,4,,,,,,,,,,'7;0;-;3;0;=;11;0','7;0;-;3;0;=;4;0'
929,'46+46=2','48-46=2',op_and_digit_balance,2,+,-,1,6,8,,,,,,,'4;6;+;4;6;=;2','4;8;-;4;6;=;2'
930,'50+88=748','60+88=148',digit_to_digit,6,7,1,0,5,6,,,,,,,'5;0;+;8;8;=;7;4;8','6;0;+;8;8;=;1;4;8'
931,'54+15=-21','54-75=-21',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'5;4;+;1;5;=;-;2;1','5;4;-;7;5;=;-;2;1'
932,'69+55=744','89+55=144',digit_to_digit,6,7,1,0,6,8,,,,,,,'6;9;+;5;5;=;7;4;4','8;9;+;5;5;=;1;4;4'
933,'59+33=25','58-33=25',op_and_digit_balance,2,+,-,1,9,8,,,,,,,'5;9;+;3;3;=;2;5','5;8;-;3;3;=;2;5'
934,'47-49=7','47-40=7',within_digit,4,9,0,,,,,,,,,,'4;7;-;4;9;=;7','4;7;-;4;0;=;7'
935,'35+81=97','36+61=97',digit_to_digit,3,8,6,1,5,6,,,,,,,'3;5;+;8;1;=;9;7','3;6;+;6;1;=;9;7'
936,'78-96=172','76+96=172',op_and_digit_balance,1,8,6,2,-,+,,,,,,,'7;8;-;9;6;=;1;7;2','7;6;+;9;6;=;1;7;2'
937,'11=15--4','11-15=-4',swap_-_and_=,1,=,-,4,-,=,,,,,,,'11;=;1;5;-;-;4','11;-;1;5;=;-;4'
938,'17-83=-75','17-93=-76',digit_to_digit,3,8,9,8,5,6,,,,,,,'1;7;-;8;3;=;-;7;5','1;7;-;9;3;=;-;7;6'
939,'51+56=1','57-56=1',op_and_digit_balance,2,+,-,1,1,7,,,,,,,'5;1;+;5;6;=;1','5;7;-;5;6;=;1'
940,'87-44=113','87-44=43',four_eleven,6,11,4,,,,,,,,,,'8;7;-;4;4;=;11;3','8;7;-;4;4;=;4;3'
941,'78-83=159','76+83=159',op_and_digit_balance,1,8,6,2,-,+,,,,,,,'7;8;-;8;3;=;1;5;9','7;6;+;8;3;=;1;5;9'
942,'50+69=49','50+69=119',four_eleven,6,4,11,,,,,,,,,,'5;0;+;6;9;=;4;9','5;0;+;6;9;=;11;9'
943,'28+80=180','28+80=108',digit_to_digit,7,8,0,8,0,8,,,,,,,'2;8;+;8;0;=;1;8;0','2;8;+;8;0;=;1;0;8'
944,'37+93=-55','37-93=-56',op_and_digit_balance,2,+,-,8,5,6,,,,,,,'3;7;+;9;3;=;-;5;5','3;7;-;9;3;=;-;5;6'
945,'61+55=46','61+55=116',four_eleven,6,4,11,,,,,,,,,,'6;1;+;5;5;=;4;6','6;1;+;5;5;=;11;6'
946,'77+17=50','77-17=60',op_and_digit_balance,2,+,-,6,5,6,,,,,,,'7;7;+;1;7;=;5;0','7;7;-;1;7;=;6;0'
947,'84-16=180','84+16=100',op_and_digit_balance,7,8,0,2,-,+,,,,,,,'8;4;-;1;6;=;1;8;0','8;4;+;1;6;=;1;0;0'
948,'82+92=175','83+92=175',within_digit,1,2,3,,,,,,,,,,'8;2;+;9;2;=;1;7;5','8;3;+;9;2;=;1;7;5'
949,'32-69=29','92-69=23',digit_to_digit,7,9,3,0,3,9,,,,,,,'3;2;-;6;9;=;2;9','9;2;-;6;9;=;2;3'
950,'48-16=63','48+15=63',op_and_digit_balance,4,6,5,2,-,+,,,,,,,'4;8;-;1;6;=;6;3','4;8;+;1;5;=;6;3'
951,'82-97=173','82+91=173',op_and_digit_balance,4,7,1,2,-,+,,,,,,,'8;2;-;9;7;=;1;7;3','8;2;+;9;1;=;1;7;3'
952,'88-21=53','80-27=53',digit_to_digit,1,8,0,4,1,7,,,,,,,'8;8;-;2;1;=;5;3','8;0;-;2;7;=;5;3'
953,'18-87=-17','10-87=-77',digit_to_digit,1,8,0,7,1,7,,,,,,,'1;8;-;8;7;=;-;1;7','1;0;-;8;7;=;-;7;7'
954,'14-71=89','14+71=85',op_and_digit_balance,7,9,5,2,-,+,,,,,,,'1;4;-;7;1;=;8;9','1;4;+;7;1;=;8;5'
955,'34-49=-5','34-43=-9',digit_to_digit,4,9,3,7,5,9,,,,,,,'3;4;-;4;9;=;-;5','3;4;-;4;3;=;-;9'
956,'14+44=66','14+44=58',digit_to_digit,6,6,5,7,6,8,,,,,,,'1;4;+;4;4;=;6;6','1;4;+;4;4;=;5;8'
957,'44+53=-3','44-53=-9',op_and_digit_balance,2,+,-,7,3,9,,,,,,,'4;4;+;5;3;=;-;3','4;4;-;5;3;=;-;9'
958,'99-73=112','39+73=112',op_and_digit_balance,0,9,3,2,-,+,,,,,,,'9;9;-;7;3;=;11;2','3;9;+;7;3;=;11;2'
959,'87-12=89','87+12=99',op_and_digit_balance,6,8,9,2,-,+,,,,,,,'8;7;-;1;2;=;8;9','8;7;+;1;2;=;9;9'
960,'33+22=17','39-22=17',op_and_digit_balance,2,+,-,1,3,9,,,,,,,'3;3;+;2;2;=;1;7','3;9;-;2;2;=;1;7'
961,'15-48=-92','16-48=-32',digit_to_digit,7,9,3,1,5,6,,,,,,,'1;5;-;4;8;=;-;9;2','1;6;-;4;8;=;-;3;2'
962,'33-16=7','23-16=7',within_digit,0,3,2,,,,,,,,,,'3;3;-;1;6;=;7','2;3;-;1;6;=;7'
963,'27-15=36','21+15=36',op_and_digit_balance,1,7,1,2,-,+,,,,,,,'2;7;-;1;5;=;3;6','2;1;+;1;5;=;3;6'
964,'58+21=47','68-21=47',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;8;+;2;1;=;4;7','6;8;-;2;1;=;4;7'
965,'81=61-20','81-61=20',swap_-_and_=,2,=,-,5,-,=,,,,,,,'8;1;=;6;1;-;2;0','8;1;-;6;1;=;2;0'
966,'92-80=152','92+60=152',op_and_digit_balance,3,8,6,2,-,+,,,,,,,'9;2;-;8;0;=;1;5;2','9;2;+;6;0;=;1;5;2'
967,'57-41=50','91-41=50',digit_to_digit,1,7,1,0,5,9,,,,,,,'5;7;-;4;1;=;5;0','9;1;-;4;1;=;5;0'
968,'97-34=51','91-34=57',digit_to_digit,1,7,1,7,1,7,,,,,,,'9;7;-;3;4;=;5;1','9;1;-;3;4;=;5;7'
969,'17+56=193','77+56=133',digit_to_digit,7,9,3,0,1,7,,,,,,,'1;7;+;5;6;=;1;9;3','7;7;+;5;6;=;1;3;3'
970,'69-51=720','69+51=120',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'6;9;-;5;1;=;7;2;0','6;9;+;5;1;=;1;2;0'
971,'36=69--33','36-69=-33',swap_-_and_=,2,=,-,5,-,=,,,,,,,'3;6;=;6;9;-;-;3;3','3;6;-;6;9;=;-;3;3'
972,'96-65=151','96+55=151',op_and_digit_balance,3,6,5,2,-,+,,,,,,,'9;6;-;6;5;=;1;5;1','9;6;+;5;5;=;1;5;1'
973,'23-19=14','29-15=14',digit_to_digit,4,9,5,1,3,9,,,,,,,'2;3;-;1;9;=;1;4','2;9;-;1;5;=;1;4'
974,'86+83=-3','86-89=-3',op_and_digit_balance,2,+,-,4,3,9,,,,,,,'8;6;+;8;3;=;-;3','8;6;-;8;9;=;-;3'
975,'52-41=6','52-47=5',digit_to_digit,6,6,5,4,1,7,,,,,,,'5;2;-;4;1;=;6','5;2;-;4;7;=;5'
976,'72-95=36','72-36=36',digit_to_digit,3,9,3,4,5,6,,,,,,,'7;2;-;9;5;=;3;6','7;2;-;3;6;=;3;6'
977,'81+60=747','87+60=147',digit_to_digit,6,7,1,1,1,7,,,,,,,'8;1;+;6;0;=;7;4;7','8;7;+;6;0;=;1;4;7'
978,'45-97=9','46-37=9',digit_to_digit,3,9,3,1,5,6,,,,,,,'4;5;-;9;7;=;9','4;6;-;3;7;=;9'
979,'92+53=161','92+59=151',digit_to_digit,7,6,5,4,3,9,,,,,,,'9;2;+;5;3;=;1;6;1','9;2;+;5;9;=;1;5;1'
980,'29+40=55','25+40=65',digit_to_digit,1,9,5,6,5,6,,,,,,,'2;9;+;4;0;=;5;5','2;5;+;4;0;=;6;5'
981,'77-53=730','77+53=130',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'7;7;-;5;3;=;7;3;0','7;7;+;5;3;=;1;3;0'
982,'81-63=154','91+63=154',op_and_digit_balance,0,8,9,2,-,+,,,,,,,'8;1;-;6;3;=;1;5;4','9;1;+;6;3;=;1;5;4'
983,'38-76=112','36+76=112',op_and_digit_balance,1,8,6,2,-,+,,,,,,,'3;8;-;7;6;=;11;2','3;6;+;7;6;=;11;2'
984,'17+25=49','17+26=43',digit_to_digit,7,9,3,4,5,6,,,,,,,'1;7;+;2;5;=;4;9','1;7;+;2;6;=;4;3'
985,'94-35=50','94-35=59',within_digit,7,0,9,,,,,,,,,,'9;4;-;3;5;=;5;0','9;4;-;3;5;=;5;9'
986,'33-74=47','33+14=47',op_and_digit_balance,3,7,1,2,-,+,,,,,,,'3;3;-;7;4;=;4;7','3;3;+;1;4;=;4;7'
987,'35-75=118','35+75=110',op_and_digit_balance,7,8,0,2,-,+,,,,,,,'3;5;-;7;5;=;11;8','3;5;+;7;5;=;11;0'
988,'15-21=-9','16-21=-5',digit_to_digit,7,9,5,1,5,6,,,,,,,'1;5;-;2;1;=;-;9','1;6;-;2;1;=;-;5'
989,'86-92=778','86+92=178',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'8;6;-;9;2;=;7;7;8','8;6;+;9;2;=;1;7;8'
990,'27-27=10','37-27=10',within_digit,0,2,3,,,,,,,,,,'2;7;-;2;7;=;1;0','3;7;-;2;7;=;1;0'
991,'83=57-26','83-57=26',swap_-_and_=,2,=,-,5,-,=,,,,,,,'8;3;=;5;7;-;2;6','8;3;-;5;7;=;2;6'
992,'23-17=-48','23-71=-48',digit_to_digit,4,7,1,3,1,7,,,,,,,'2;3;-;1;7;=;-;4;8','2;3;-;7;1;=;-;4;8'
993,'51-68=117','51+66=117',op_and_digit_balance,4,8,6,2,-,+,,,,,,,'5;1;-;6;8;=;11;7','5;1;+;6;6;=;11;7'
994,'12-69=-91','12-69=-57',digit_to_digit,7,9,5,8,1,7,,,,,,,'1;2;-;6;9;=;-;9;1','1;2;-;6;9;=;-;5;7'
995,'37-48=48','97-48=49',digit_to_digit,7,8,9,0,3,9,,,,,,,'3;7;-;4;8;=;4;8','9;7;-;4;8;=;4;9'
996,'89-34=119','85+34=119',op_and_digit_balance,1,9,5,2,-,+,,,,,,,'8;9;-;3;4;=;11;9','8;5;+;3;4;=;11;9'
997,'85+99=1811','85+99=184',four_eleven,8,11,4,,,,,,,,,,'8;5;+;9;9;=;1;8;11','8;5;+;9;9;=;1;8;4'
998,'13+41=-29','13-41=-28',op_and_digit_balance,2,+,-,8,9,8,,,,,,,'1;3;+;4;1;=;-;2;9','1;3;-;4;1;=;-;2;8'
999,'35+28=67','95-28=67',op_and_digit_balance,2,+,-,0,3,9,,,,,,,'3;5;+;2;8;=;6;7','9;5;-;2;8;=;6;7'
1000,'31+73=194','31+73=104',within_digit,7,9,0,,,,,,,,,,'3;1;+;7;3;=;1;9;4','3;1;+;7;3;=;1;0;4'
1001,'70+69=9','78-69=9',op_and_digit_balance,2,+,-,1,0,8,,,,,,,'7;0;+;6;9;=;9','7;8;-;6;9;=;9'
1002,'36+60=36','96-60=36',op_and_digit_balance,2,+,-,0,3,9,,,,,,,'3;6;+;6;0;=;3;6','9;6;-;6;0;=;3;6'
1003,'20-58=76','20+56=76',op_and_digit_balance,4,8,6,2,-,+,,,,,,,'2;0;-;5;8;=;7;6','2;0;+;5;6;=;7;6'
1004,'57-13=45','57-12=45',within_digit,4,3,2,,,,,,,,,,'5;7;-;1;3;=;4;5','5;7;-;1;2;=;4;5'
1005,'35+89=-53','36-89=-53',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'3;5;+;8;9;=;-;5;3','3;6;-;8;9;=;-;5;3'
1006,'82+86=180','92+88=180',digit_to_digit,0,8,9,4,6,8,,,,,,,'8;2;+;8;6;=;1;8;0','9;2;+;8;8;=;1;8;0'
1007,'35-47=-5','36-41=-5',digit_to_digit,4,7,1,1,5,6,,,,,,,'3;5;-;4;7;=;-;5','3;6;-;4;1;=;-;5'
1008,'26=94--68','26-94=-68',swap_-_and_=,2,=,-,5,-,=,,,,,,,'2;6;=;9;4;-;-;6;8','2;6;-;9;4;=;-;6;8'
1009,'32-41=-16','32-47=-15',digit_to_digit,8,6,5,4,1,7,,,,,,,'3;2;-;4;1;=;-;1;6','3;2;-;4;7;=;-;1;5'
1010,'45+21=25','46-21=25',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'4;5;+;2;1;=;2;5','4;6;-;2;1;=;2;5'
1011,'52-49=19','62-43=19',digit_to_digit,4,9,3,0,5,6,,,,,,,'5;2;-;4;9;=;1;9','6;2;-;4;3;=;1;9'
1012,'16+47=723','76+47=123',digit_to_digit,6,7,1,0,1,7,,,,,,,'1;6;+;4;7;=;7;2;3','7;6;+;4;7;=;1;2;3'
1013,'38-32=-64','38-92=-54',digit_to_digit,7,6,5,3,3,9,,,,,,,'3;8;-;3;2;=;-;6;4','3;8;-;9;2;=;-;5;4'
1014,'50+86=145','60+85=145',digit_to_digit,4,6,5,0,5,6,,,,,,,'5;0;+;8;6;=;1;4;5','6;0;+;8;5;=;1;4;5'
1015,'95=86-9','95-86=9',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;5;=;8;6;-;9','9;5;-;8;6;=;9'
1016,'26-48=75','26+49=75',op_and_digit_balance,4,8,9,2,-,+,,,,,,,'2;6;-;4;8;=;7;5','2;6;+;4;9;=;7;5'
1017,'34-97=3','94-91=3',digit_to_digit,4,7,1,0,3,9,,,,,,,'3;4;-;9;7;=;3','9;4;-;9;1;=;3'
1018,'99-60=37','99-68=31',digit_to_digit,7,7,1,4,0,8,,,,,,,'9;9;-;6;0;=;3;7','9;9;-;6;8;=;3;1'
1019,'22=65--43','22-65=-43',swap_-_and_=,2,=,-,5,-,=,,,,,,,'2;2;=;6;5;-;-;4;3','2;2;-;6;5;=;-;4;3'
1020,'73-88=153','73+80=153',op_and_digit_balance,4,8,0,2,-,+,,,,,,,'7;3;-;8;8;=;1;5;3','7;3;+;8;0;=;1;5;3'
1021,'19+51=72','15+57=72',digit_to_digit,1,9,5,4,1,7,,,,,,,'1;9;+;5;1;=;7;2','1;5;+;5;7;=;7;2'
1022,'10-98=68','10+58=68',op_and_digit_balance,3,9,5,2,-,+,,,,,,,'1;0;-;9;8;=;6;8','1;0;+;5;8;=;6;8'
1023,'99-22=67','99-32=67',within_digit,3,2,3,,,,,,,,,,'9;9;-;2;2;=;6;7','9;9;-;3;2;=;6;7'
1024,'17+73=99','17+73=90',within_digit,7,9,0,,,,,,,,,,'1;7;+;7;3;=;9;9','1;7;+;7;3;=;9;0'
1025,'46+78=54','46+18=64',digit_to_digit,3,7,1,6,5,6,,,,,,,'4;6;+;7;8;=;5;4','4;6;+;1;8;=;6;4'
1026,'96+27=65','96-27=69',op_and_digit_balance,2,+,-,7,5,9,,,,,,,'9;6;+;2;7;=;6;5','9;6;-;2;7;=;6;9'
1027,'96=83-13','96-83=13',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;6;=;8;3;-;1;3','9;6;-;8;3;=;1;3'
1028,'21+18=46','27+18=45',digit_to_digit,7,6,5,1,1,7,,,,,,,'2;1;+;1;8;=;4;6','2;7;+;1;8;=;4;5'
1029,'84+75=59','84+15=99',digit_to_digit,3,7,1,6,5,9,,,,,,,'8;4;+;7;5;=;5;9','8;4;+;1;5;=;9;9'
1030,'28+70=186','28+78=106',digit_to_digit,7,8,0,4,0,8,,,,,,,'2;8;+;7;0;=;1;8;6','2;8;+;7;8;=;1;0;6'
1031,'39+45=-5','39-45=-6',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'3;9;+;4;5;=;-;5','3;9;-;4;5;=;-;6'
1032,'35+99=-54','35-99=-64',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'3;5;+;9;9;=;-;5;4','3;5;-;9;9;=;-;6;4'
1033,'99-16=116','99+16=115',op_and_digit_balance,7,6,5,2,-,+,,,,,,,'9;9;-;1;6;=;11;6','9;9;+;1;6;=;11;5'
1034,'49-94=83','49+34=83',op_and_digit_balance,3,9,3,2,-,+,,,,,,,'4;9;-;9;4;=;8;3','4;9;+;3;4;=;8;3'
1035,'39-81=100','39+61=100',op_and_digit_balance,3,8,6,2,-,+,,,,,,,'3;9;-;8;1;=;1;0;0','3;9;+;6;1;=;1;0;0'
1036,'11+63=88','11+69=80',digit_to_digit,6,8,0,3,3,9,,,,,,,'11;+;6;3;=;8;8','11;+;6;9;=;8;0'
1037,'32-82=-49','33-82=-49',within_digit,1,2,3,,,,,,,,,,'3;2;-;8;2;=;-;4;9','3;3;-;8;2;=;-;4;9'
1038,'91+24=106','81+24=105',digit_to_digit,8,6,5,0,9,8,,,,,,,'9;1;+;2;4;=;1;0;6','8;1;+;2;4;=;1;0;5'
1039,'95-34=71','95-24=71',within_digit,3,3,2,,,,,,,,,,'9;5;-;3;4;=;7;1','9;5;-;2;4;=;7;1'
1040,'18=28--10','18-28=-10',swap_-_and_=,2,=,-,5,-,=,,,,,,,'1;8;=;2;8;-;-;1;0','1;8;-;2;8;=;-;1;0'
1041,'77-40=111','71+40=111',op_and_digit_balance,1,7,1,2,-,+,,,,,,,'7;7;-;4;0;=;1;11','7;1;+;4;0;=;1;11'
1042,'33+16=-43','33-76=-43',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'3;3;+;1;6;=;-;4;3','3;3;-;7;6;=;-;4;3'
1043,'57+21=12','51+21=72',digit_to_digit,1,7,1,6,1,7,,,,,,,'5;7;+;2;1;=;1;2','5;1;+;2;1;=;7;2'
1044,'31+19=118','31+79=110',digit_to_digit,7,8,0,3,1,7,,,,,,,'3;1;+;1;9;=;11;8','3;1;+;7;9;=;11;0'
1045,'42-89=731','42+89=131',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'4;2;-;8;9;=;7;3;1','4;2;+;8;9;=;1;3;1'
1046,'51+61=-16','51-67=-16',op_and_digit_balance,2,+,-,4,1,7,,,,,,,'5;1;+;6;1;=;-;1;6','5;1;-;6;7;=;-;1;6'
1047,'93+42=15','33+42=75',digit_to_digit,0,9,3,6,1,7,,,,,,,'9;3;+;4;2;=;1;5','3;3;+;4;2;=;7;5'
1048,'81+83=180','91+89=180',digit_to_digit,0,8,9,4,3,9,,,,,,,'8;1;+;8;3;=;1;8;0','9;1;+;8;9;=;1;8;0'
1049,'65-59=-94','65-99=-34',digit_to_digit,7,9,3,3,5,9,,,,,,,'6;5;-;5;9;=;-;9;4','6;5;-;9;9;=;-;3;4'
1050,'88-22=54','86-22=64',digit_to_digit,1,8,6,6,5,6,,,,,,,'8;8;-;2;2;=;5;4','8;6;-;2;2;=;6;4'
1051,'54=64--10','54-64=-10',swap_-_and_=,2,=,-,5,-,=,,,,,,,'5;4;=;6;4;-;-;1;0','5;4;-;6;4;=;-;1;0'
1052,'84-90=774','84+90=174',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'8;4;-;9;0;=;7;7;4','8;4;+;9;0;=;1;7;4'
1053,'18-77=7','78-71=7',digit_to_digit,4,7,1,0,1,7,,,,,,,'1;8;-;7;7;=;7','7;8;-;7;1;=;7'
1054,'33-87=-49','33-81=-48',digit_to_digit,4,7,1,8,9,8,,,,,,,'3;3;-;8;7;=;-;4;9','3;3;-;8;1;=;-;4;8'
1055,'97+39=190','97+93=190',digit_to_digit,4,9,3,3,3,9,,,,,,,'9;7;+;3;9;=;1;9;0','9;7;+;9;3;=;1;9;0'
1056,'72-26=116','72-26=46',four_eleven,6,11,4,,,,,,,,,,'7;2;-;2;6;=;11;6','7;2;-;2;6;=;4;6'
1057,'72+18=91','73+18=91',within_digit,1,2,3,,,,,,,,,,'7;2;+;1;8;=;9;1','7;3;+;1;8;=;9;1'
1058,'45+15=81','46+15=61',digit_to_digit,6,8,6,1,5,6,,,,,,,'4;5;+;1;5;=;8;1','4;6;+;1;5;=;6;1'
1059,'24=54--30','24-54=-30',swap_-_and_=,2,=,-,5,-,=,,,,,,,'2;4;=;5;4;-;-;3;0','2;4;-;5;4;=;-;3;0'
1060,'99-41=42','83-41=42',digit_to_digit,1,9,3,0,9,8,,,,,,,'9;9;-;4;1;=;4;2','8;3;-;4;1;=;4;2'
1061,'92+31=51','92-31=61',op_and_digit_balance,2,+,-,6,5,6,,,,,,,'9;2;+;3;1;=;5;1','9;2;-;3;1;=;6;1'
1062,'98=35-63','98-35=63',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;8;=;3;5;-;6;3','9;8;-;3;5;=;6;3'
1063,'27-78=-43','27-76=-49',digit_to_digit,4,8,6,8,3,9,,,,,,,'2;7;-;7;8;=;-;4;3','2;7;-;7;6;=;-;4;9'
1064,'67-25=112','67-25=42',four_eleven,6,11,4,,,,,,,,,,'6;7;-;2;5;=;11;2','6;7;-;2;5;=;4;2'
1065,'39-41=88','39+41=80',op_and_digit_balance,7,8,0,2,-,+,,,,,,,'3;9;-;4;1;=;8;8','3;9;+;4;1;=;8;0'
1066,'93+33=92','59+33=92',digit_to_digit,0,9,5,1,3,9,,,,,,,'9;3;+;3;3;=;9;2','5;9;+;3;3;=;9;2'
1067,'78=30-48','78-30=48',swap_-_and_=,2,=,-,5,-,=,,,,,,,'7;8;=;3;0;-;4;8','7;8;-;3;0;=;4;8'
1068,'83-29=50','83-23=60',digit_to_digit,4,9,3,6,5,6,,,,,,,'8;3;-;2;9;=;5;0','8;3;-;2;3;=;6;0'
